ID,Site,Time,State,Quality,Reason,Status,Suppression,Type,is_chatter
1280,Chatter_Site,06/02/2024 00:00:09,In Operation,Good,Current Data,,,Sensor,True
1281,Chatter_Site,06/02/2024 00:00:10,Off,Good,Current Data,,,Sensor,True
1282,Chatter_Site,07/02/2024 00:00:29,Off,Good,Current Data,,,Sensor,False
1283,Chatter_Site,07/02/2024 00:00:25,In Operation,Good,Current Data,,,Sensor,True
1284,Chatter_Site,07/02/2024 00:00:21,Off,Good,Current Data,,,Sensor,True
1285,Chatter_Site,07/02/2024 00:00:09,In Operation,Good,Current Data,,,Sensor,True
1286,Chatter_Site,07/02/2024 00:00:01,Off,Good,Current Data,,,Sensor,True
1287,Chatter_Site,07/02/2024 00:00:30,In Operation,Good,Current Data,,,Sensor,True
1288,Chatter_Site,07/02/2024 00:00:14,Off,Good,Current Data,,,Sensor,True
1289,Chatter_Site,08/02/2024 00:00:06,In Operation,Good,Current Data,,,Sensor,False
1290,Chatter_Site,08/02/2024 00:00:02,Off,Good,Current Data,,,Sensor,True
1291,Chatter_Site,08/02/2024 00:00:15,In Operation,Good,Current Data,,,Sensor,True
1292,Chatter_Site,08/02/2024 00:00:27,Off,Good,Current Data,,,Sensor,True
1293,Chatter_Site,08/02/2024 00:00:04,In Operation,Good,Current Data,,,Sensor,True
1294,Chatter_Site,08/02/2024 00:00:20,Off,Good,Current Data,,,Sensor,True
1295,Chatter_Site,08/02/2024 00:00:21,In Operation,Good,Current Data,,,Sensor,True
1296,Chatter_Site,08/02/2024 00:00:05,Off,Good,Current Data,,,Sensor,True
1297,Chatter_Site,08/02/2024 00:00:26,In Operation,Good,Current Data,,,Sensor,True
1298,Chatter_Site,08/02/2024 00:00:13,Off,Good,Current Data,,,Sensor,True
1299,Chatter_Site,08/02/2024 00:00:08,In Operation,Good,Current Data,,,Sensor,True
1300,Chatter_Site,08/02/2024 00:00:08,Off,Good,Current Data,,,Sensor,True
1301,Chatter_Site,08/02/2024 00:00:06,In Operation,Good,Current Data,,,Sensor,True
1302,Chatter_Site,08/02/2024 00:00:20,Off,Good,Current Data,,,Sensor,True
1303,Chatter_Site,08/02/2024 00:00:27,In Operation,Good,Current Data,,,Sensor,True
1304,Chatter_Site,09/02/2024 00:00:10,In Operation,Good,Current Data,,,Sensor,False
1305,Chatter_Site,09/02/2024 00:00:14,Off,Good,Current Data,,,Sensor,True
1306,Chatter_Site,09/02/2024 00:00:19,In Operation,Good,Current Data,,,Sensor,True
1307,Chatter_Site,09/02/2024 00:00:08,Off,Good,Current Data,,,Sensor,True
1308,Chatter_Site,09/02/2024 00:00:11,In Operation,Good,Current Data,,,Sensor,True
1309,Chatter_Site,09/02/2024 00:00:09,Off,Good,Current Data,,,Sensor,True
1310,Chatter_Site,09/02/2024 00:00:00,In Operation,Good,Current Data,,,Sensor,True
1311,Chatter_Site,09/02/2024 00:00:04,Off,Good,Current Data,,,Sensor,True
1312,Chatter_Site,09/02/2024 00:00:22,In Operation,Good,Current Data,,,Sensor,True
1313,Chatter_Site,09/02/2024 00:00:05,Off,Good,Current Data,,,Sensor,True
1314,Chatter_Site,09/02/2024 00:00:27,In Operation,Good,Current Data,,,Sensor,True
1315,Chatter_Site,09/02/2024 00:00:24,Off,Good,Current Data,,,Sensor,True
1316,Chatter_Site,09/02/2024 00:00:12,In Operation,Good,Current Data,,,Sensor,True
1317,Chatter_Site,09/02/2024 00:00:15,Off,Good,Current Data,,,Sensor,True
1318,Chatter_Site,10/02/2024 00:00:17,In Operation,Good,Current Data,,,Sensor,False
1319,Chatter_Site,10/02/2024 00:00:13,Off,Good,Current Data,,,Sensor,True
1320,Chatter_Site,10/02/2024 00:00:19,In Operation,Good,Current Data,,,Sensor,True
1321,Chatter_Site,10/02/2024 00:00:17,Off,Good,Current Data,,,Sensor,True
1322,Chatter_Site,10/02/2024 00:00:25,In Operation,Good,Current Data,,,Sensor,True
1323,Chatter_Site,10/02/2024 00:00:25,Off,Good,Current Data,,,Sensor,True
1324,Chatter_Site,10/02/2024 00:00:24,In Operation,Good,Current Data,,,Sensor,True
1325,Chatter_Site,10/02/2024 00:00:29,Off,Good,Current Data,,,Sensor,True
1326,Chatter_Site,10/02/2024 00:00:24,In Operation,Good,Current Data,,,Sensor,True
1327,Chatter_Site,10/02/2024 00:00:08,Off,Good,Current Data,,,Sensor,True
1328,Chatter_Site,10/02/2024 00:00:04,In Operation,Good,Current Data,,,Sensor,True
1329,Chatter_Site,10/02/2024 00:00:23,Off,Good,Current Data,,,Sensor,True
1330,Chatter_Site,11/02/2024 00:00:13,Off,Good,Current Data,,,Sensor,False
1331,Chatter_Site,11/02/2024 00:00:15,In Operation,Good,Current Data,,,Sensor,True
1332,Chatter_Site,11/02/2024 00:00:10,Off,Good,Current Data,,,Sensor,True
1333,Chatter_Site,11/02/2024 00:00:23,In Operation,Good,Current Data,,,Sensor,True
1334,Chatter_Site,11/02/2024 00:00:12,Off,Good,Current Data,,,Sensor,True
1335,Chatter_Site,11/02/2024 00:00:27,In Operation,Good,Current Data,,,Sensor,True
1336,Chatter_Site,11/02/2024 00:00:15,Off,Good,Current Data,,,Sensor,True
1337,Chatter_Site,11/02/2024 00:00:18,In Operation,Good,Current Data,,,Sensor,True
1338,Chatter_Site,11/02/2024 00:00:07,Off,Good,Current Data,,,Sensor,True
1339,Chatter_Site,11/02/2024 00:00:02,In Operation,Good,Current Data,,,Sensor,True
1340,Chatter_Site,11/02/2024 00:00:06,Off,Good,Current Data,,,Sensor,True
1341,Chatter_Site,11/02/2024 00:00:14,In Operation,Good,Current Data,,,Sensor,True
1342,Chatter_Site,12/02/2024 00:00:09,Off,Good,Current Data,,,Sensor,False
1343,Chatter_Site,12/02/2024 00:00:19,In Operation,Good,Current Data,,,Sensor,True
1344,Chatter_Site,12/02/2024 00:00:24,Off,Good,Current Data,,,Sensor,True
1345,Chatter_Site,12/02/2024 00:00:27,In Operation,Good,Current Data,,,Sensor,True
1346,Chatter_Site,12/02/2024 00:00:24,Off,Good,Current Data,,,Sensor,True
1347,Chatter_Site,13/02/2024 00:00:04,In Operation,Good,Current Data,,,Sensor,False
1348,Chatter_Site,13/02/2024 00:00:26,Off,Good,Current Data,,,Sensor,True
1349,Chatter_Site,13/02/2024 00:00:20,In Operation,Good,Current Data,,,Sensor,True
1350,Chatter_Site,13/02/2024 00:00:28,Off,Good,Current Data,,,Sensor,True
1351,Chatter_Site,13/02/2024 00:00:20,In Operation,Good,Current Data,,,Sensor,True
1352,Chatter_Site,13/02/2024 00:00:13,Off,Good,Current Data,,,Sensor,True
1353,Chatter_Site,13/02/2024 00:00:29,In Operation,Good,Current Data,,,Sensor,True
1354,Chatter_Site,14/02/2024 00:00:07,Off,Good,Current Data,,,Sensor,False
1355,Chatter_Site,14/02/2024 00:00:22,In Operation,Good,Current Data,,,Sensor,True
1356,Chatter_Site,14/02/2024 00:00:01,Off,Good,Current Data,,,Sensor,True
1357,Chatter_Site,14/02/2024 00:00:16,In Operation,Good,Current Data,,,Sensor,True
1358,Chatter_Site,14/02/2024 00:00:18,Off,Good,Current Data,,,Sensor,True
1359,Chatter_Site,14/02/2024 00:00:11,In Operation,Good,Current Data,,,Sensor,True
1360,Chatter_Site,14/02/2024 00:00:27,Off,Good,Current Data,,,Sensor,True
1361,Chatter_Site,14/02/2024 00:00:16,In Operation,Good,Current Data,,,Sensor,True
1362,Chatter_Site,14/02/2024 00:00:09,Off,Good,Current Data,,,Sensor,True
1363,Chatter_Site,14/02/2024 00:00:21,In Operation,Good,Current Data,,,Sensor,True
1364,Chatter_Site,15/02/2024 00:00:04,Off,Good,Current Data,,,Sensor,False
1365,Chatter_Site,15/02/2024 00:00:30,In Operation,Good,Current Data,,,Sensor,True
1366,Chatter_Site,15/02/2024 00:00:24,Off,Good,Current Data,,,Sensor,True
1367,Chatter_Site,15/02/2024 00:00:30,In Operation,Good,Current Data,,,Sensor,True
1368,Chatter_Site,15/02/2024 00:00:07,Off,Good,Current Data,,,Sensor,True
1369,Chatter_Site,15/02/2024 00:00:19,In Operation,Good,Current Data,,,Sensor,True
1370,Chatter_Site,15/02/2024 00:00:17,Off,Good,Current Data,,,Sensor,True
1371,Chatter_Site,15/02/2024 00:00:28,In Operation,Good,Current Data,,,Sensor,True
1372,Chatter_Site,16/02/2024 00:00:03,In Operation,Good,Current Data,,,Sensor,False
1373,Chatter_Site,16/02/2024 00:00:23,Off,Good,Current Data,,,Sensor,True
1374,Chatter_Site,16/02/2024 00:00:13,In Operation,Good,Current Data,,,Sensor,True
1375,Chatter_Site,16/02/2024 00:00:22,Off,Good,Current Data,,,Sensor,True
1376,Chatter_Site,16/02/2024 00:00:27,In Operation,Good,Current Data,,,Sensor,True
1377,Chatter_Site,16/02/2024 00:00:03,Off,Good,Current Data,,,Sensor,True
1378,Chatter_Site,16/02/2024 00:00:06,In Operation,Good,Current Data,,,Sensor,True
1379,Chatter_Site,17/02/2024 00:00:23,Off,Good,Current Data,,,Sensor,False
1380,Chatter_Site,17/02/2024 00:00:04,In Operation,Good,Current Data,,,Sensor,True
1381,Chatter_Site,17/02/2024 00:00:23,Off,Good,Current Data,,,Sensor,True
1382,Chatter_Site,17/02/2024 00:00:23,In Operation,Good,Current Data,,,Sensor,True
1383,Chatter_Site,17/02/2024 00:00:13,Off,Good,Current Data,,,Sensor,True
1384,Chatter_Site,17/02/2024 00:00:01,In Operation,Good,Current Data,,,Sensor,True
1385,Chatter_Site,17/02/2024 00:00:14,Off,Good,Current Data,,,Sensor,True
1386,Chatter_Site,17/02/2024 00:00:14,In Operation,Good,Current Data,,,Sensor,True
1387,Chatter_Site,18/02/2024 00:00:06,Off,Good,Current Data,,,Sensor,False
1388,Chatter_Site,18/02/2024 00:00:11,In Operation,Good,Current Data,,,Sensor,True
1389,Chatter_Site,18/02/2024 00:00:19,Off,Good,Current Data,,,Sensor,True
1390,Chatter_Site,18/02/2024 00:00:17,In Operation,Good,Current Data,,,Sensor,True
1391,Chatter_Site,18/02/2024 00:00:26,Off,Good,Current Data,,,Sensor,True
1392,Chatter_Site,18/02/2024 00:00:10,In Operation,Good,Current Data,,,Sensor,True
1393,Chatter_Site,18/02/2024 00:00:29,Off,Good,Current Data,,,Sensor,True
1394,Chatter_Site,18/02/2024 00:00:09,In Operation,Good,Current Data,,,Sensor,True
1395,Chatter_Site,18/02/2024 00:00:06,Off,Good,Current Data,,,Sensor,True
1396,Chatter_Site,18/02/2024 00:00:25,In Operation,Good,Current Data,,,Sensor,True
1397,Chatter_Site,18/02/2024 00:00:03,Off,Good,Current Data,,,Sensor,True
1398,Chatter_Site,18/02/2024 00:00:16,In Operation,Good,Current Data,,,Sensor,True
1399,Chatter_Site,18/02/2024 00:00:10,Off,Good,Current Data,,,Sensor,True
1400,Chatter_Site,19/02/2024 00:00:02,Off,Good,Current Data,,,Sensor,False
1401,Chatter_Site,19/02/2024 00:00:30,In Operation,Good,Current Data,,,Sensor,True
1402,Chatter_Site,19/02/2024 00:00:11,Off,Good,Current Data,,,Sensor,True
1403,Chatter_Site,19/02/2024 00:00:30,In Operation,Good,Current Data,,,Sensor,True
1404,Chatter_Site,19/02/2024 00:00:19,Off,Good,Current Data,,,Sensor,True
1405,Chatter_Site,19/02/2024 00:00:02,In Operation,Good,Current Data,,,Sensor,True
1406,Chatter_Site,19/02/2024 00:00:28,Off,Good,Current Data,,,Sensor,True
1407,Chatter_Site,19/02/2024 00:00:08,In Operation,Good,Current Data,,,Sensor,True
1408,Chatter_Site,19/02/2024 00:00:24,Off,Good,Current Data,,,Sensor,True
1409,Chatter_Site,19/02/2024 00:00:02,In Operation,Good,Current Data,,,Sensor,True
1410,Chatter_Site,19/02/2024 00:00:27,Off,Good,Current Data,,,Sensor,True
1411,Chatter_Site,20/02/2024 00:00:13,Off,Good,Current Data,,,Sensor,False
1412,Chatter_Site,20/02/2024 00:00:04,In Operation,Good,Current Data,,,Sensor,True
1413,Chatter_Site,20/02/2024 00:00:29,Off,Good,Current Data,,,Sensor,True
1414,Chatter_Site,20/02/2024 00:00:07,In Operation,Good,Current Data,,,Sensor,True
1415,Chatter_Site,20/02/2024 00:00:23,Off,Good,Current Data,,,Sensor,True
1416,Chatter_Site,20/02/2024 00:00:26,In Operation,Good,Current Data,,,Sensor,True
1417,Chatter_Site,20/02/2024 00:00:15,Off,Good,Current Data,,,Sensor,True
1418,Chatter_Site,20/02/2024 00:00:20,In Operation,Good,Current Data,,,Sensor,True
1419,Chatter_Site,20/02/2024 00:00:28,Off,Good,Current Data,,,Sensor,True
1420,Chatter_Site,20/02/2024 00:00:26,In Operation,Good,Current Data,,,Sensor,True
1421,Chatter_Site,20/02/2024 00:00:05,Off,Good,Current Data,,,Sensor,True
1422,Chatter_Site,20/02/2024 00:00:17,In Operation,Good,Current Data,,,Sensor,True
1423,Chatter_Site,20/02/2024 00:00:15,Off,Good,Current Data,,,Sensor,True
1424,Chatter_Site,20/02/2024 00:00:16,In Operation,Good,Current Data,,,Sensor,True
1425,Chatter_Site,20/02/2024 00:00:30,Off,Good,Current Data,,,Sensor,True
1426,Chatter_Site,21/02/2024 00:00:04,Off,Good,Current Data,,,Sensor,False
1427,Chatter_Site,21/02/2024 00:00:02,In Operation,Good,Current Data,,,Sensor,True
1428,Chatter_Site,21/02/2024 00:00:13,Off,Good,Current Data,,,Sensor,True
1429,Chatter_Site,21/02/2024 00:00:23,In Operation,Good,Current Data,,,Sensor,True
1430,Chatter_Site,21/02/2024 00:00:24,Off,Good,Current Data,,,Sensor,True
1431,Chatter_Site,21/02/2024 00:00:01,In Operation,Good,Current Data,,,Sensor,True
1432,Chatter_Site,21/02/2024 00:00:04,Off,Good,Current Data,,,Sensor,True
1433,Chatter_Site,21/02/2024 00:00:19,In Operation,Good,Current Data,,,Sensor,True
1434,Chatter_Site,21/02/2024 00:00:16,Off,Good,Current Data,,,Sensor,True
1435,Chatter_Site,22/02/2024 00:00:25,Off,Good,Current Data,,,Sensor,False
1436,Chatter_Site,22/02/2024 00:00:25,In Operation,Good,Current Data,,,Sensor,True
1437,Chatter_Site,22/02/2024 00:00:25,Off,Good,Current Data,,,Sensor,True
1438,Chatter_Site,22/02/2024 00:00:27,In Operation,Good,Current Data,,,Sensor,True
1439,Chatter_Site,22/02/2024 00:00:11,Off,Good,Current Data,,,Sensor,True
1440,Chatter_Site,22/02/2024 00:00:08,In Operation,Good,Current Data,,,Sensor,True
1441,Chatter_Site,22/02/2024 00:00:12,Off,Good,Current Data,,,Sensor,True
1442,Chatter_Site,22/02/2024 00:00:16,In Operation,Good,Current Data,,,Sensor,True
1443,Chatter_Site,22/02/2024 00:00:16,Off,Good,Current Data,,,Sensor,True
1444,Chatter_Site,22/02/2024 00:00:16,In Operation,Good,Current Data,,,Sensor,True
1445,Chatter_Site,22/02/2024 00:00:23,Off,Good,Current Data,,,Sensor,True
1446,Chatter_Site,22/02/2024 00:00:12,In Operation,Good,Current Data,,,Sensor,True
1447,Chatter_Site,23/02/2024 00:00:15,In Operation,Good,Current Data,,,Sensor,False
1448,Chatter_Site,23/02/2024 00:00:06,Off,Good,Current Data,,,Sensor,True
1449,Chatter_Site,23/02/2024 00:00:01,In Operation,Good,Current Data,,,Sensor,True
1450,Chatter_Site,23/02/2024 00:00:16,Off,Good,Current Data,,,Sensor,True
1451,Chatter_Site,23/02/2024 00:00:20,In Operation,Good,Current Data,,,Sensor,True
1452,Chatter_Site,23/02/2024 00:00:05,Off,Good,Current Data,,,Sensor,True
1453,Chatter_Site,23/02/2024 00:00:23,In Operation,Good,Current Data,,,Sensor,True
1454,Chatter_Site,23/02/2024 00:00:15,Off,Good,Current Data,,,Sensor,True
1455,Chatter_Site,23/02/2024 00:00:27,In Operation,Good,Current Data,,,Sensor,True
1456,Chatter_Site,23/02/2024 00:00:03,Off,Good,Current Data,,,Sensor,True
1457,Chatter_Site,24/02/2024 00:00:27,In Operation,Good,Current Data,,,Sensor,False
1458,Chatter_Site,24/02/2024 00:00:00,Off,Good,Current Data,,,Sensor,True
1459,Chatter_Site,24/02/2024 00:00:11,In Operation,Good,Current Data,,,Sensor,True
1460,Chatter_Site,24/02/2024 00:00:29,Off,Good,Current Data,,,Sensor,True
1461,Chatter_Site,24/02/2024 00:00:00,In Operation,Good,Current Data,,,Sensor,True
1462,Chatter_Site,24/02/2024 00:00:28,Off,Good,Current Data,,,Sensor,True
1463,Chatter_Site,24/02/2024 00:00:22,In Operation,Good,Current Data,,,Sensor,True
1464,Chatter_Site,24/02/2024 00:00:15,Off,Good,Current Data,,,Sensor,True
1465,Chatter_Site,25/02/2024 00:00:05,Off,Good,Current Data,,,Sensor,False
1466,Chatter_Site,25/02/2024 00:00:25,In Operation,Good,Current Data,,,Sensor,True
1467,Chatter_Site,25/02/2024 00:00:21,Off,Good,Current Data,,,Sensor,True
1468,Chatter_Site,25/02/2024 00:00:20,In Operation,Good,Current Data,,,Sensor,True
1469,Chatter_Site,25/02/2024 00:00:05,Off,Good,Current Data,,,Sensor,True
1470,Chatter_Site,25/02/2024 00:00:14,In Operation,Good,Current Data,,,Sensor,True
1471,Chatter_Site,25/02/2024 00:00:26,Off,Good,Current Data,,,Sensor,True
1472,Chatter_Site,25/02/2024 00:00:30,In Operation,Good,Current Data,,,Sensor,True
1473,Chatter_Site,26/02/2024 00:00:13,Off,Good,Current Data,,,Sensor,False
1474,Chatter_Site,26/02/2024 00:00:27,In Operation,Good,Current Data,,,Sensor,True
1475,Chatter_Site,26/02/2024 00:00:01,Off,Good,Current Data,,,Sensor,True
1476,Chatter_Site,26/02/2024 00:00:09,In Operation,Good,Current Data,,,Sensor,True
1477,Chatter_Site,26/02/2024 00:00:00,Off,Good,Current Data,,,Sensor,True
1478,Chatter_Site,26/02/2024 00:00:04,In Operation,Good,Current Data,,,Sensor,True
1479,Chatter_Site,26/02/2024 00:00:08,Off,Good,Current Data,,,Sensor,True
1480,Chatter_Site,26/02/2024 00:00:29,In Operation,Good,Current Data,,,Sensor,True
1481,Chatter_Site,26/02/2024 00:00:02,Off,Good,Current Data,,,Sensor,True
1482,Chatter_Site,26/02/2024 00:00:14,In Operation,Good,Current Data,,,Sensor,True
1483,Chatter_Site,26/02/2024 00:00:11,Off,Good,Current Data,,,Sensor,True
1484,Chatter_Site,26/02/2024 00:00:21,In Operation,Good,Current Data,,,Sensor,True
1485,Chatter_Site,26/02/2024 00:00:28,Off,Good,Current Data,,,Sensor,True
1486,Chatter_Site,26/02/2024 00:00:24,In Operation,Good,Current Data,,,Sensor,True
1487,Chatter_Site,26/02/2024 00:00:20,Off,Good,Current Data,,,Sensor,True
1488,Chatter_Site,27/02/2024 00:00:00,Off,Good,Current Data,,,Sensor,False
1489,Chatter_Site,27/02/2024 00:00:23,In Operation,Good,Current Data,,,Sensor,True
1490,Chatter_Site,27/02/2024 00:00:02,Off,Good,Current Data,,,Sensor,True
1491,Chatter_Site,27/02/2024 00:00:13,In Operation,Good,Current Data,,,Sensor,True
1492,Chatter_Site,27/02/2024 00:00:06,Off,Good,Current Data,,,Sensor,True
1493,Chatter_Site,27/02/2024 00:00:20,In Operation,Good,Current Data,,,Sensor,True
1494,Chatter_Site,27/02/2024 00:00:11,Off,Good,Current Data,,,Sensor,True
1495,Chatter_Site,28/02/2024 00:00:14,Off,Good,Current Data,,,Sensor,False
1496,Chatter_Site,28/02/2024 00:00:29,In Operation,Good,Current Data,,,Sensor,True
1497,Chatter_Site,28/02/2024 00:00:01,Off,Good,Current Data,,,Sensor,True
1498,Chatter_Site,28/02/2024 00:00:21,In Operation,Good,Current Data,,,Sensor,True
1499,Chatter_Site,28/02/2024 00:00:03,Off,Good,Current Data,,,Sensor,True
1500,Chatter_Site,28/02/2024 00:00:16,In Operation,Good,Current Data,,,Sensor,True
1501,Chatter_Site,28/02/2024 00:00:10,Off,Good,Current Data,,,Sensor,True
1502,Chatter_Site,28/02/2024 00:00:03,In Operation,Good,Current Data,,,Sensor,True
1503,Chatter_Site,28/02/2024 00:00:26,Off,Good,Current Data,,,Sensor,True
1504,Chatter_Site,28/02/2024 00:00:04,In Operation,Good,Current Data,,,Sensor,True
1505,Chatter_Site,28/02/2024 00:00:15,Off,Good,Current Data,,,Sensor,True
1506,Chatter_Site,28/02/2024 00:00:03,In Operation,Good,Current Data,,,Sensor,True
1507,Chatter_Site,28/02/2024 00:00:03,Off,Good,Current Data,,,Sensor,True
1508,Chatter_Site,29/02/2024 00:00:12,In Operation,Good,Current Data,,,Sensor,False
1509,Chatter_Site,29/02/2024 00:00:10,Off,Good,Current Data,,,Sensor,True
1510,Chatter_Site,29/02/2024 00:00:26,In Operation,Good,Current Data,,,Sensor,True
1511,Chatter_Site,29/02/2024 00:00:24,Off,Good,Current Data,,,Sensor,True
1512,Chatter_Site,29/02/2024 00:00:01,In Operation,Good,Current Data,,,Sensor,True
1513,Chatter_Site,29/02/2024 00:00:18,Off,Good,Current Data,,,Sensor,True
1514,Chatter_Site,29/02/2024 00:00:15,In Operation,Good,Current Data,,,Sensor,True
1515,Chatter_Site,01/03/2024 00:00:04,Off,Good,Current Data,,,Sensor,False
1516,Chatter_Site,01/03/2024 00:00:01,In Operation,Good,Current Data,,,Sensor,True
1517,Chatter_Site,01/03/2024 00:00:00,Off,Good,Current Data,,,Sensor,True
1518,Chatter_Site,01/03/2024 00:00:06,In Operation,Good,Current Data,,,Sensor,True
1519,Chatter_Site,01/03/2024 00:00:10,Off,Good,Current Data,,,Sensor,True
1520,Chatter_Site,02/03/2024 00:00:11,In Operation,Good,Current Data,,,Sensor,False
1521,Chatter_Site,02/03/2024 00:00:11,Off,Good,Current Data,,,Sensor,True
1522,Chatter_Site,02/03/2024 00:00:13,In Operation,Good,Current Data,,,Sensor,True
1523,Chatter_Site,02/03/2024 00:00:02,Off,Good,Current Data,,,Sensor,True
1524,Chatter_Site,02/03/2024 00:00:07,In Operation,Good,Current Data,,,Sensor,True
1525,Chatter_Site,02/03/2024 00:00:16,Off,Good,Current Data,,,Sensor,True
1526,Chatter_Site,02/03/2024 00:00:16,In Operation,Good,Current Data,,,Sensor,True
1527,Chatter_Site,02/03/2024 00:00:06,Off,Good,Current Data,,,Sensor,True
1528,Chatter_Site,02/03/2024 00:00:13,In Operation,Good,Current Data,,,Sensor,True
1529,Chatter_Site,02/03/2024 00:00:21,Off,Good,Current Data,,,Sensor,True
1530,Chatter_Site,02/03/2024 00:00:17,In Operation,Good,Current Data,,,Sensor,True
1531,Chatter_Site,03/03/2024 00:00:13,Off,Good,Current Data,,,Sensor,False
1532,Chatter_Site,03/03/2024 00:00:00,In Operation,Good,Current Data,,,Sensor,True
1533,Chatter_Site,03/03/2024 00:00:24,Off,Good,Current Data,,,Sensor,True
1534,Chatter_Site,03/03/2024 00:00:27,In Operation,Good,Current Data,,,Sensor,True
1535,Chatter_Site,03/03/2024 00:00:05,Off,Good,Current Data,,,Sensor,True
1536,Chatter_Site,03/03/2024 00:00:01,In Operation,Good,Current Data,,,Sensor,True
1537,Chatter_Site,03/03/2024 00:00:28,Off,Good,Current Data,,,Sensor,True
1538,Chatter_Site,03/03/2024 00:00:00,In Operation,Good,Current Data,,,Sensor,True
1539,Chatter_Site,03/03/2024 00:00:04,Off,Good,Current Data,,,Sensor,True
1540,Chatter_Site,03/03/2024 00:00:09,In Operation,Good,Current Data,,,Sensor,True
1541,Chatter_Site,04/03/2024 00:00:12,Off,Good,Current Data,,,Sensor,False
1542,Chatter_Site,04/03/2024 00:00:15,In Operation,Good,Current Data,,,Sensor,True
1543,Chatter_Site,04/03/2024 00:00:20,Off,Good,Current Data,,,Sensor,True
1544,Chatter_Site,04/03/2024 00:00:02,In Operation,Good,Current Data,,,Sensor,True
1545,Chatter_Site,04/03/2024 00:00:24,Off,Good,Current Data,,,Sensor,True
1546,Chatter_Site,05/03/2024 00:00:03,Off,Good,Current Data,,,Sensor,False
1547,Chatter_Site,05/03/2024 00:00:03,In Operation,Good,Current Data,,,Sensor,True
1548,Chatter_Site,05/03/2024 00:00:09,Off,Good,Current Data,,,Sensor,True
1549,Chatter_Site,05/03/2024 00:00:07,In Operation,Good,Current Data,,,Sensor,True
1550,Chatter_Site,05/03/2024 00:00:20,Off,Good,Current Data,,,Sensor,True
1551,Chatter_Site,05/03/2024 00:00:08,In Operation,Good,Current Data,,,Sensor,True
1552,Chatter_Site,05/03/2024 00:00:06,Off,Good,Current Data,,,Sensor,True
1553,Chatter_Site,05/03/2024 00:00:09,In Operation,Good,Current Data,,,Sensor,True
1554,Chatter_Site,05/03/2024 00:00:13,Off,Good,Current Data,,,Sensor,True
1555,Chatter_Site,06/03/2024 00:00:10,Off,Good,Current Data,,,Sensor,False
1556,Chatter_Site,06/03/2024 00:00:05,In Operation,Good,Current Data,,,Sensor,True
1557,Chatter_Site,06/03/2024 00:00:22,Off,Good,Current Data,,,Sensor,True
1558,Chatter_Site,06/03/2024 00:00:20,In Operation,Good,Current Data,,,Sensor,True
1559,Chatter_Site,06/03/2024 00:00:03,Off,Good,Current Data,,,Sensor,True
1560,Chatter_Site,06/03/2024 00:00:10,In Operation,Good,Current Data,,,Sensor,True
1561,Chatter_Site,06/03/2024 00:00:06,Off,Good,Current Data,,,Sensor,True
1562,Chatter_Site,06/03/2024 00:00:00,In Operation,Good,Current Data,,,Sensor,True
1563,Chatter_Site,06/03/2024 00:00:14,Off,Good,Current Data,,,Sensor,True
1564,Chatter_Site,07/03/2024 00:00:21,Off,Good,Current Data,,,Sensor,False
1565,Chatter_Site,07/03/2024 00:00:00,In Operation,Good,Current Data,,,Sensor,True
1566,Chatter_Site,07/03/2024 00:00:14,Off,Good,Current Data,,,Sensor,True
1567,Chatter_Site,07/03/2024 00:00:12,In Operation,Good,Current Data,,,Sensor,True
1568,Chatter_Site,07/03/2024 00:00:07,Off,Good,Current Data,,,Sensor,True
1569,Chatter_Site,07/03/2024 00:00:28,In Operation,Good,Current Data,,,Sensor,True
1570,Chatter_Site,07/03/2024 00:00:06,Off,Good,Current Data,,,Sensor,True
1571,Chatter_Site,08/03/2024 00:00:05,Off,Good,Current Data,,,Sensor,False
1572,Chatter_Site,08/03/2024 00:00:24,In Operation,Good,Current Data,,,Sensor,True
1573,Chatter_Site,08/03/2024 00:00:09,Off,Good,Current Data,,,Sensor,True
1574,Chatter_Site,08/03/2024 00:00:21,In Operation,Good,Current Data,,,Sensor,True
1575,Chatter_Site,08/03/2024 00:00:18,Off,Good,Current Data,,,Sensor,True
1576,Chatter_Site,08/03/2024 00:00:09,In Operation,Good,Current Data,,,Sensor,True
1577,Chatter_Site,08/03/2024 00:00:29,Off,Good,Current Data,,,Sensor,True
1578,Chatter_Site,08/03/2024 00:00:18,In Operation,Good,Current Data,,,Sensor,True
1579,Chatter_Site,08/03/2024 00:00:26,Off,Good,Current Data,,,Sensor,True
1580,Chatter_Site,08/03/2024 00:00:29,In Operation,Good,Current Data,,,Sensor,True
1581,Chatter_Site,08/03/2024 00:00:20,Off,Good,Current Data,,,Sensor,True
1582,Chatter_Site,09/03/2024 00:00:16,In Operation,Good,Current Data,,,Sensor,False
1583,Chatter_Site,09/03/2024 00:00:14,Off,Good,Current Data,,,Sensor,True
1584,Chatter_Site,09/03/2024 00:00:23,In Operation,Good,Current Data,,,Sensor,True
1585,Chatter_Site,09/03/2024 00:00:22,Off,Good,Current Data,,,Sensor,True
1586,Chatter_Site,09/03/2024 00:00:03,In Operation,Good,Current Data,,,Sensor,True
1587,Chatter_Site,10/03/2024 00:00:07,In Operation,Good,Current Data,,,Sensor,False
1588,Chatter_Site,10/03/2024 00:00:27,Off,Good,Current Data,,,Sensor,True
1589,Chatter_Site,10/03/2024 00:00:12,In Operation,Good,Current Data,,,Sensor,True
