ID,Site,Time,Value,State,Quality,Reason,Status,Suppression,Type,real_point
734,Site_001,11/12/2023 00:14:34,1,Off,Good,Current Data,,None,,
735,Site_001,11/12/2023 00:12:25,1,Off,Good,Current Data,,None,,
736,Site_001,11/12/2023 00:12:11,1,Off,Good,Current Data,,None,,
737,Site_001,11/12/2023 00:08:48,1,Off,Good,Current Data,,None,,
738,Site_001,11/12/2023 00:06:32,1,Off,Good,Current Data,,None,,
739,Site_001,11/12/2023 00:06:09,1,Off,Good,Current Data,,None,,
740,Site_001,11/12/2023 00:05:59,1,Off,Good,Current Data,,None,,
741,Site_001,11/12/2023 00:05:03,1,Off,Good,Current Data,,None,,
742,Site_001,11/12/2023 00:04:32,1,Off,Good,Current Data,,None,,
743,Site_001,11/12/2023 00:04:13,1,Off,Good,Current Data,,None,,
744,Site_001,11/12/2023 00:03:54,1,Off,Good,Current Data,,None,,
745,Site_001,11/12/2023 00:03:47,1,Off,Good,Current Data,,None,,
746,Site_001,11/12/2023 00:03:01,1,Off,Good,Current Data,,None,,
747,Site_001,11/12/2023 00:00:18,1,Off,Good,Current Data,,None,,
748,Site_001,10/12/2023 23:59:04,1,Off,Good,Current Data,,None,,
749,Site_001,10/12/2023 23:58:21,1,Off,Good,Current Data,,None,,
750,Site_001,10/12/2023 23:57:13,1,Off,Good,Current Data,,None,,
751,Site_001,10/12/2023 23:54:45,1,Off,Good,Current Data,,None,,
752,Site_001,10/12/2023 23:54:11,1,Off,Good,Current Data,,None,,
753,Site_001,10/12/2023 23:53:28,1,Off,Good,Current Data,,None,,
754,Site_001,10/12/2023 23:52:00,1,Off,Good,Current Data,,None,,
755,Site_001,10/12/2023 23:50:04,1,Off,Good,Current Data,,None,,
756,Site_001,10/12/2023 23:48:57,1,Off,Good,Current Data,,None,,
757,Site_001,10/12/2023 23:47:47,1,Off,Good,Current Data,,None,,
758,Site_001,10/12/2023 23:46:35,1,Off,Good,Current Data,,None,,
759,Site_001,10/12/2023 23:43:45,1,Off,Good,Current Data,,None,,
760,Site_001,10/12/2023 23:41:46,1,Off,Good,Current Data,,None,,
761,Site_001,10/12/2023 23:40:34,1,Off,Good,Current Data,,None,,
762,Site_001,10/12/2023 23:37:52,1,Off,Good,Current Data,,None,,
763,Site_001,10/12/2023 23:34:30,1,Off,Good,Current Data,,None,,
764,Site_001,10/12/2023 23:34:14,1,Off,Good,Current Data,,None,,
765,Site_001,10/12/2023 23:32:36,1,Off,Good,Current Data,,None,,
766,Site_001,10/12/2023 23:30:55,1,Off,Good,Current Data,,None,,
767,Site_001,10/12/2023 23:30:01,1,Off,Good,Current Data,,None,,
768,Site_001,10/12/2023 23:26:31,1,Off,Good,Current Data,,None,,
769,Site_001,10/12/2023 23:18:46,1,Off,Good,Current Data,,None,,
770,Site_001,10/12/2023 23:18:04,1,Off,Good,Current Data,,None,,
771,Site_001,10/12/2023 23:17:47,1,Off,Good,Current Data,,None,,
772,Site_001,10/12/2023 23:17:20,1,Off,Good,Current Data,,None,,
773,Site_001,10/12/2023 23:15:52,1,Off,Good,Current Data,,None,,
774,Site_001,10/12/2023 23:15:40,1,Off,Good,Current Data,,None,,
775,Site_001,10/12/2023 23:14:43,1,Off,Good,Current Data,,None,,
776,Site_001,10/12/2023 23:14:01,1,Off,Good,Current Data,,None,,
777,Site_001,10/12/2023 23:13:37,1,Off,Good,Current Data,,None,,
778,Site_001,10/12/2023 23:13:05,1,Off,Good,Current Data,,None,,
779,Site_001,10/12/2023 23:12:36,1,Off,Good,Current Data,,None,,
780,Site_001,10/12/2023 23:12:20,1,Off,Good,Current Data,,None,,
781,Site_001,10/12/2023 23:11:35,1,Off,Good,Current Data,,None,,
782,Site_001,10/12/2023 23:08:34,1,Off,Good,Current Data,,None,,
783,Site_001,10/12/2023 23:02:03,1,Off,Good,Current Data,,None,,
784,Site_001,10/12/2023 23:00:20,1,Off,Good,Current Data,,None,,
785,Site_001,10/12/2023 22:59:44,1,Off,Good,Current Data,,None,,
786,Site_001,10/12/2023 22:54:15,1,Off,Good,Current Data,,None,,
787,Site_001,10/12/2023 22:52:06,1,Off,Good,Current Data,,None,,
788,Site_001,10/12/2023 22:51:49,1,Off,Good,Current Data,,None,,
789,Site_001,10/12/2023 22:51:00,1,Off,Good,Current Data,,None,,
790,Site_001,10/12/2023 22:44:06,1,Off,Good,Current Data,,None,,
791,Site_001,10/12/2023 22:42:45,1,Off,Good,Current Data,,None,,
792,Site_001,10/12/2023 22:42:13,1,Off,Good,Current Data,,None,,
793,Site_001,10/12/2023 22:41:23,1,Off,Good,Current Data,,None,,
794,Site_001,10/12/2023 22:40:38,1,Off,Good,Current Data,,None,,
795,Site_001,10/12/2023 22:39:48,1,Off,Good,Current Data,,None,,
796,Site_001,10/12/2023 22:39:26,1,Off,Good,Current Data,,None,,
797,Site_001,10/12/2023 22:37:21,1,Off,Good,Current Data,,None,,
798,Site_001,10/12/2023 22:18:08,1,Off,Good,Current Data,,None,,
799,Site_001,10/12/2023 22:17:13,1,Off,Good,Current Data,,None,,
800,Site_001,10/12/2023 22:16:34,1,Off,Good,Current Data,,None,,
801,Site_001,10/12/2023 22:15:53,1,Off,Good,Current Data,,None,,
802,Site_001,10/12/2023 20:48:16,1,Off,Good,Current Data,,None,,
803,Site_001,10/12/2023 20:47:48,1,Off,Good,Current Data,,None,,
804,Site_001,10/12/2023 20:46:08,1,Off,Good,Current Data,,None,,
805,Site_001,10/12/2023 20:21:27,1,Off,Good,Current Data,,None,,
806,Site_001,10/12/2023 20:20:01,1,Off,Good,Current Data,,None,,
807,Site_001,10/12/2023 20:18:24,1,Off,Good,Current Data,,None,,
808,Site_001,10/12/2023 20:12:56,1,Off,Good,Current Data,,None,,
809,Site_001,10/12/2023 20:11:29,1,Off,Good,Current Data,,None,,
810,Site_001,10/12/2023 20:07:53,1,Off,Good,Current Data,,None,,
811,Site_001,10/12/2023 20:03:09,1,Off,Good,Current Data,,None,,
812,Site_001,10/12/2023 20:01:47,1,Off,Good,Current Data,,None,,
813,Site_001,10/12/2023 19:59:02,1,Off,Good,Current Data,,None,,
814,Site_001,10/12/2023 19:57:55,1,Off,Good,Current Data,,None,,
815,Site_001,10/12/2023 19:57:09,1,Off,Good,Current Data,,None,,
816,Site_001,10/12/2023 19:56:49,1,Off,Good,Current Data,,None,,
817,Site_001,10/12/2023 19:55:08,1,Off,Good,Current Data,,None,,
818,Site_001,10/12/2023 19:52:54,1,Off,Good,Current Data,,None,,
819,Site_001,10/12/2023 19:48:35,1,Off,Good,Current Data,,None,,
820,Site_001,10/12/2023 19:48:21,1,Off,Good,Current Data,,None,,
821,Site_001,10/12/2023 19:47:14,1,Off,Good,Current Data,,None,,
822,Site_001,10/12/2023 19:45:06,1,Off,Good,Current Data,,None,,
823,Site_001,10/12/2023 19:42:19,1,Off,Good,Current Data,,None,,
824,Site_001,10/12/2023 19:41:02,1,Off,Good,Current Data,,None,,
825,Site_001,10/12/2023 19:39:38,1,Off,Good,Current Data,,None,,
826,Site_001,10/12/2023 19:37:08,1,Off,Good,Current Data,,None,,
827,Site_001,10/12/2023 19:35:20,1,Off,Good,Current Data,,None,,
828,Site_001,10/12/2023 19:33:30,1,Off,Good,Current Data,,None,,
829,Site_001,10/12/2023 19:32:20,1,Off,Good,Current Data,,None,,
830,Site_001,10/12/2023 19:30:41,1,Off,Good,Current Data,,None,,
831,Site_001,10/12/2023 19:30:05,1,Off,Good,Current Data,,None,,
832,Site_001,10/12/2023 19:29:45,1,Off,Good,Current Data,,None,,
833,Site_001,10/12/2023 19:28:02,1,Off,Good,Current Data,,None,,
834,Site_001,10/12/2023 19:26:34,1,Off,Good,Current Data,,None,,
835,Site_001,10/12/2023 19:26:26,1,Off,Good,Current Data,,None,,
836,Site_001,10/12/2023 19:25:25,1,Off,Good,Current Data,,None,,
837,Site_001,10/12/2023 19:24:55,1,Off,Good,Current Data,,None,,
838,Site_001,10/12/2023 19:22:27,1,Off,Good,Current Data,,None,,
839,Site_001,10/12/2023 19:11:29,1,Off,Good,Current Data,,None,,
840,Site_001,10/12/2023 19:08:41,1,Off,Good,Current Data,,None,,
841,Site_001,10/12/2023 19:07:18,1,Off,Good,Current Data,,None,,
842,Site_001,10/12/2023 19:05:04,1,Off,Good,Current Data,,None,,
843,Site_001,10/12/2023 19:03:42,1,Off,Good,Current Data,,None,,
844,Site_001,10/12/2023 19:03:03,1,Off,Good,Current Data,,None,,
845,Site_001,10/12/2023 19:02:34,1,Off,Good,Current Data,,None,,
846,Site_001,10/12/2023 19:02:08,1,Off,Good,Current Data,,None,,
847,Site_001,10/12/2023 19:00:47,1,Off,Good,Current Data,,None,,
848,Site_001,10/12/2023 19:00:37,1,Off,Good,Current Data,,None,,
849,Site_001,10/12/2023 19:00:12,1,Off,Good,Current Data,,None,,
850,Site_001,10/12/2023 18:57:04,1,Off,Good,Current Data,,None,,
851,Site_001,10/12/2023 18:55:32,1,Off,Good,Current Data,,None,,
852,Site_001,10/12/2023 18:55:09,1,Off,Good,Current Data,,None,,
853,Site_001,10/12/2023 18:53:52,1,Off,Good,Current Data,,None,,
854,Site_001,10/12/2023 18:53:06,1,Off,Good,Current Data,,None,,
855,Site_001,10/12/2023 18:50:16,1,Off,Good,Current Data,,None,,
856,Site_001,10/12/2023 18:49:11,1,Off,Good,Current Data,,None,,
857,Site_001,10/12/2023 18:48:58,1,Off,Good,Current Data,,None,,
858,Site_001,10/12/2023 18:41:59,1,Off,Good,Current Data,,None,,
859,Site_001,10/12/2023 18:41:24,1,Off,Good,Current Data,,None,,
860,Site_001,10/12/2023 18:41:01,1,Off,Good,Current Data,,None,,
861,Site_001,10/12/2023 18:39:32,1,Off,Good,Current Data,,None,,
862,Site_001,10/12/2023 18:38:33,1,Off,Good,Current Data,,None,,
863,Site_001,10/12/2023 18:36:38,1,Off,Good,Current Data,,None,,
864,Site_001,10/12/2023 18:36:06,1,Off,Good,Current Data,,None,,
865,Site_001,10/12/2023 18:34:50,1,Off,Good,Current Data,,None,,
866,Site_001,10/12/2023 18:33:04,1,Off,Good,Current Data,,None,,
867,Site_001,10/12/2023 18:31:10,1,Off,Good,Current Data,,None,,
868,Site_001,10/12/2023 18:30:10,1,Off,Good,Current Data,,None,,
869,Site_001,10/12/2023 18:16:00,1,Off,Good,Current Data,,None,,
870,Site_001,10/12/2023 18:07:16,1,Off,Good,Current Data,,None,,
871,Site_001,10/12/2023 17:59:11,1,Off,Good,Current Data,,None,,
872,Site_001,10/12/2023 17:48:43,1,Off,Good,Current Data,,None,,
873,Site_001,10/12/2023 17:43:24,1,Off,Good,Current Data,,None,,
874,Site_001,10/12/2023 17:38:35,1,Off,Good,Current Data,,None,,
875,Site_001,10/12/2023 17:14:10,1,Off,Good,Current Data,,None,,
876,Site_001,10/12/2023 17:09:28,1,Off,Good,Current Data,,None,,
877,Site_001,10/12/2023 17:08:00,1,Off,Good,Current Data,,None,,
878,Site_001,10/12/2023 17:06:42,1,Off,Good,Current Data,,None,,
879,Site_001,10/12/2023 17:03:28,1,Off,Good,Current Data,,None,,
880,Site_001,10/12/2023 17:00:35,1,Off,Good,Current Data,,None,,
881,Site_001,10/12/2023 16:59:08,1,Off,Good,Current Data,,None,,
882,Site_001,10/12/2023 16:53:08,1,Off,Good,Current Data,,None,,
883,Site_001,10/12/2023 16:42:47,1,Off,Good,Current Data,,None,,
884,Site_001,10/12/2023 16:39:53,1,Off,Good,Current Data,,None,,
885,Site_001,10/12/2023 16:33:13,1,Off,Good,Current Data,,None,,
886,Site_001,10/12/2023 16:16:09,1,Off,Good,Current Data,,None,,
887,Site_001,10/12/2023 16:10:36,1,Off,Good,Current Data,,None,,
888,Site_001,10/12/2023 16:03:39,1,Off,Good,Current Data,,None,,
889,Site_001,10/12/2023 15:59:33,1,Off,Good,Current Data,,None,,
890,Site_001,10/12/2023 15:35:04,1,Off,Good,Current Data,,None,,
891,Site_001,10/12/2023 15:29:24,1,Off,Good,Current Data,,None,,
892,Site_001,10/12/2023 15:19:13,1,Off,Good,Current Data,,None,,
893,Site_001,10/12/2023 15:10:55,1,Off,Good,Current Data,,None,,
894,Site_001,10/12/2023 14:44:34,1,Off,Good,Current Data,,None,,
895,Site_001,10/12/2023 14:40:54,1,Off,Good,Current Data,,None,,
896,Site_001,10/12/2023 14:34:45,1,Off,Good,Current Data,,None,,
897,Site_001,10/12/2023 14:26:50,1,Off,Good,Current Data,,None,,
898,Site_001,10/12/2023 14:21:59,1,Off,Good,Current Data,,None,,
899,Site_001,10/12/2023 14:17:53,1,Off,Good,Current Data,,None,,
900,Site_001,10/12/2023 13:46:49,1,Off,Good,Current Data,,None,,
901,Site_001,10/12/2023 13:42:15,1,Off,Good,Current Data,,None,,
902,Site_001,10/12/2023 13:40:00,1,Off,Good,Current Data,,None,,
903,Site_001,10/12/2023 12:45:38,1,Off,Good,Current Data,,None,,
904,Site_001,10/12/2023 12:35:45,1,Off,Good,State Change,,None,,
905,Site_001,10/12/2023 12:35:45,1,Off,Good,State Change,,None,,
906,Site_001,10/12/2023 12:35:42,0,In Operation,Good,State Change,,None,,
907,Site_001,10/12/2023 12:35:00,1,Off,Good,State Change,,None,,
908,Site_001,10/12/2023 12:35:00,1,Off,Good,State Change,,None,,
909,Site_001,10/12/2023 12:34:53,0,In Operation,Good,State Change,,None,,
910,Site_001,10/12/2023 12:34:25,1,Off,Good,State Change,,None,,
911,Site_001,10/12/2023 12:34:25,1,Off,Good,State Change,,None,,
912,Site_001,10/12/2023 12:33:35,0,In Operation,Good,State Change,,None,,
913,Site_001,10/12/2023 12:33:25,1,Off,Good,State Change,,None,,
914,Site_001,10/12/2023 12:33:25,1,Off,Good,State Change,,None,,
915,Site_001,10/12/2023 12:33:23,0,In Operation,Good,State Change,,None,,
916,Site_001,10/12/2023 12:32:46,1,Off,Good,State Change,,None,,
917,Site_001,10/12/2023 12:32:46,1,Off,Good,State Change,,None,,
918,Site_001,10/12/2023 12:32:17,0,In Operation,Good,State Change,,None,,
919,Site_001,10/12/2023 12:31:03,1,Off,Good,State Change,,None,,
920,Site_001,10/12/2023 12:31:03,1,Off,Good,State Change,,None,,
921,Site_001,10/12/2023 12:30:48,0,In Operation,Good,Current Data,,None,,
922,Site_001,10/12/2023 12:30:44,0,In Operation,Good,State Change,,None,,
923,Site_001,10/12/2023 12:29:16,1,Off,Good,State Change,,None,,
924,Site_001,10/12/2023 12:29:16,1,Off,Good,State Change,,None,,
925,Site_001,10/12/2023 12:29:15,0,In Operation,Good,State Change,,None,,
926,Site_001,10/12/2023 12:27:13,1,Off,Good,State Change,,None,,
927,Site_001,10/12/2023 12:27:13,1,Off,Good,State Change,,None,,
928,Site_001,10/12/2023 12:27:04,0,In Operation,Good,State Change,,None,,
929,Site_001,10/12/2023 12:26:45,1,Off,Good,State Change,,None,,
930,Site_001,10/12/2023 12:26:45,1,Off,Good,State Change,,None,,
931,Site_001,10/12/2023 12:26:42,0,In Operation,Good,State Change,,None,,
932,Site_001,10/12/2023 12:26:07,1,Off,Good,State Change,,None,,
933,Site_001,10/12/2023 12:26:07,1,Off,Good,State Change,,None,,
934,Site_001,10/12/2023 12:26:05,0,In Operation,Good,State Change,,None,,
935,Site_001,10/12/2023 12:25:45,1,Off,Good,State Change,,None,,
936,Site_001,10/12/2023 12:25:45,1,Off,Good,State Change,,None,,
937,Site_001,10/12/2023 12:25:45,0,In Operation,Good,State Change,,None,,
938,Site_001,10/12/2023 10:17:47,1,Off,Good,Current Data,,None,,
939,Site_001,10/12/2023 05:03:42,1,Off,Good,Current Data,,None,,
940,Site_001,10/12/2023 04:58:31,1,Off,Good,Current Data,,None,,
941,Site_001,10/12/2023 04:50:59,1,Off,Good,Current Data,,None,,
942,Site_001,10/12/2023 04:48:10,1,Off,Good,Current Data,,None,,
943,Site_001,10/12/2023 04:37:59,1,Off,Good,Current Data,,None,,
944,Site_001,10/12/2023 04:35:53,1,Off,Good,Current Data,,None,,
945,Site_001,10/12/2023 04:35:17,1,Off,Good,Current Data,,None,,
946,Site_001,10/12/2023 04:34:18,1,Off,Good,Current Data,,None,,
947,Site_001,10/12/2023 04:32:48,1,Off,Good,Current Data,,None,,
948,Site_001,10/12/2023 04:32:09,1,Off,Good,Current Data,,None,,
949,Site_001,10/12/2023 04:31:28,1,Off,Good,Current Data,,None,,
950,Site_001,10/12/2023 04:28:58,1,Off,Good,Current Data,,None,,
951,Site_001,10/12/2023 04:27:04,1,Off,Good,Current Data,,None,,
952,Site_001,10/12/2023 04:26:38,1,Off,Good,Current Data,,None,,
953,Site_001,10/12/2023 04:20:50,1,Off,Good,Current Data,,None,,
954,Site_001,10/12/2023 04:18:22,1,Off,Good,Current Data,,None,,
955,Site_001,10/12/2023 04:17:13,1,Off,Good,Current Data,,None,,
956,Site_001,10/12/2023 04:15:52,1,Off,Good,Current Data,,None,,
957,Site_001,10/12/2023 04:12:46,1,Off,Good,Current Data,,None,,
958,Site_001,10/12/2023 04:10:07,1,Off,Good,Current Data,,None,,
959,Site_001,10/12/2023 04:06:16,1,Off,Good,Current Data,,None,,
960,Site_001,10/12/2023 04:04:57,1,Off,Good,Current Data,,None,,
961,Site_001,10/12/2023 04:03:47,1,Off,Good,Current Data,,None,,
962,Site_001,10/12/2023 04:00:23,1,Off,Good,Current Data,,None,,
963,Site_001,10/12/2023 03:49:48,1,Off,Good,Current Data,,None,,
964,Site_001,10/12/2023 03:49:24,1,Off,Good,Current Data,,None,,
965,Site_001,10/12/2023 03:48:10,1,Off,Good,Current Data,,None,,
966,Site_001,10/12/2023 03:45:41,1,Off,Good,Current Data,,None,,
967,Site_001,10/12/2023 03:44:33,1,Off,Good,Current Data,,None,,
968,Site_001,10/12/2023 03:38:37,1,Off,Good,Current Data,,None,,
969,Site_001,10/12/2023 03:35:47,1,Off,Good,Current Data,,None,,
970,Site_001,10/12/2023 03:32:23,1,Off,Good,Current Data,,None,,
971,Site_001,10/12/2023 03:32:14,1,Off,Good,Current Data,,None,,
972,Site_001,10/12/2023 03:31:38,1,Off,Good,Current Data,,None,,
973,Site_001,10/12/2023 03:28:52,1,Off,Good,Current Data,,None,,
974,Site_001,10/12/2023 03:27:23,1,Off,Good,Current Data,,None,,
975,Site_001,10/12/2023 03:19:26,1,Off,Good,Current Data,,None,,
976,Site_001,10/12/2023 03:17:30,1,Off,Good,Current Data,,None,,
977,Site_001,10/12/2023 03:10:39,1,Off,Good,Current Data,,None,,
978,Site_001,10/12/2023 03:09:45,1,Off,Good,Current Data,,None,,
979,Site_001,10/12/2023 03:08:55,1,Off,Good,Current Data,,None,,
980,Site_001,10/12/2023 03:06:25,1,Off,Good,Current Data,,None,,
981,Site_001,10/12/2023 02:59:31,1,Off,Good,Current Data,,None,,
982,Site_001,10/12/2023 02:59:22,1,Off,Good,Current Data,,None,,
983,Site_001,10/12/2023 02:55:32,1,Off,Good,Current Data,,None,,
984,Site_001,10/12/2023 02:53:21,1,Off,Good,Current Data,,None,,
985,Site_001,10/12/2023 02:52:09,1,Off,Good,Current Data,,None,,
986,Site_001,10/12/2023 02:51:47,1,Off,Good,Current Data,,None,,
987,Site_001,10/12/2023 02:47:34,1,Off,Good,Current Data,,None,,
988,Site_001,10/12/2023 02:46:37,1,Off,Good,Current Data,,None,,
989,Site_001,10/12/2023 02:45:22,1,Off,Good,Current Data,,None,,
990,Site_001,10/12/2023 02:44:26,1,Off,Good,Current Data,,None,,
991,Site_001,10/12/2023 02:43:14,1,Off,Good,Current Data,,None,,
992,Site_001,10/12/2023 02:39:06,1,Off,Good,Current Data,,None,,
993,Site_001,10/12/2023 02:38:26,1,Off,Good,Current Data,,None,,
994,Site_001,10/12/2023 02:37:52,1,Off,Good,Current Data,,None,,
995,Site_001,10/12/2023 02:32:46,1,Off,Good,Current Data,,None,,
996,Site_001,10/12/2023 02:31:53,1,Off,Good,Current Data,,None,,
997,Site_001,10/12/2023 02:30:25,1,Off,Good,Current Data,,None,,
998,Site_001,10/12/2023 02:29:22,1,Off,Good,Current Data,,None,,
999,Site_001,10/12/2023 02:26:30,1,Off,Good,Current Data,,None,,
1000,Site_001,10/12/2023 02:26:06,1,Off,Good,Current Data,,None,,
1001,Site_001,10/12/2023 02:24:05,1,Off,Good,Current Data,,None,,
1002,Site_001,10/12/2023 02:23:07,1,Off,Good,Current Data,,None,,
1003,Site_001,10/12/2023 02:22:36,1,Off,Good,Current Data,,None,,
1004,Site_001,10/12/2023 02:22:09,1,Off,Good,Current Data,,None,,
1005,Site_001,10/12/2023 02:20:13,1,Off,Good,Current Data,,None,,
1006,Site_001,10/12/2023 02:19:39,1,Off,Good,Current Data,,None,,
1007,Site_001,10/12/2023 02:19:02,1,Off,Good,Current Data,,None,,
1008,Site_001,10/12/2023 02:18:44,1,Off,Good,Current Data,,None,,
1009,Site_001,10/12/2023 02:16:00,1,Off,Good,Current Data,,None,,
1010,Site_001,10/12/2023 02:14:57,1,Off,Good,Current Data,,None,,
1011,Site_001,10/12/2023 02:12:13,1,Off,Good,Current Data,,None,,
1012,Site_001,10/12/2023 02:11:52,1,Off,Good,Current Data,,None,,
1013,Site_001,10/12/2023 02:10:24,1,Off,Good,Current Data,,None,,
1014,Site_001,10/12/2023 02:10:17,1,Off,Good,Current Data,,None,,
1015,Site_001,10/12/2023 02:09:10,1,Off,Good,Current Data,,None,,
1016,Site_001,10/12/2023 02:06:57,1,Off,Good,Current Data,,None,,
1017,Site_001,10/12/2023 02:05:47,1,Off,Good,Current Data,,None,,
1018,Site_001,10/12/2023 02:04:50,1,Off,Good,Current Data,,None,,
1019,Site_001,10/12/2023 02:04:18,1,Off,Good,Current Data,,None,,
1020,Site_001,10/12/2023 02:02:55,1,Off,Good,Current Data,,None,,
1021,Site_001,10/12/2023 01:52:16,1,Off,Good,Current Data,,None,,
1022,Site_001,10/12/2023 01:51:43,1,Off,Good,Current Data,,None,,
1023,Site_001,10/12/2023 01:46:46,1,Off,Good,Current Data,,None,,
1024,Site_001,10/12/2023 01:45:24,1,Off,Good,Current Data,,None,,
1025,Site_001,10/12/2023 01:38:43,1,Off,Good,Current Data,,None,,
1026,Site_001,10/12/2023 01:26:44,1,Off,Good,Current Data,,None,,
1027,Site_001,10/12/2023 01:23:58,1,Off,Good,Current Data,,None,,
1028,Site_001,10/12/2023 01:23:19,1,Off,Good,Current Data,,None,,
1029,Site_001,10/12/2023 01:17:42,1,Off,Good,Current Data,,None,,
1030,Site_001,09/12/2023 15:10:27,1,Off,Good,Current Data,,None,,
1031,Site_001,09/12/2023 15:09:17,1,Off,Good,Current Data,,None,,
1032,Site_001,09/12/2023 15:04:22,1,Off,Good,Current Data,,None,,
1033,Site_001,09/12/2023 14:46:11,1,Off,Good,Current Data,,None,,
1034,Site_001,09/12/2023 07:47:14,1,Off,Good,Current Data,,None,,
1035,Site_001,09/12/2023 01:48:59,1,Off,Good,Current Data,,None,,
1036,Site_001,09/12/2023 00:31:55,1,Off,Good,Current Data,,None,,
1037,Site_001,09/12/2023 00:31:34,1,Off,Good,Current Data,,None,,
1038,Site_001,09/12/2023 00:29:33,1,Off,Good,Current Data,,None,,
1039,Site_001,09/12/2023 00:28:39,1,Off,Good,Current Data,,None,,
1040,Site_001,09/12/2023 00:26:28,1,Off,Good,Current Data,,None,,
1041,Site_001,09/12/2023 00:26:14,1,Off,Good,Current Data,,None,,
1042,Site_001,09/12/2023 00:25:07,1,Off,Good,Current Data,,None,,
1043,Site_001,09/12/2023 00:23:26,1,Off,Good,Current Data,,None,,
1044,Site_001,09/12/2023 00:22:03,1,Off,Good,Current Data,,None,,
1045,Site_001,09/12/2023 00:21:27,1,Off,Good,Current Data,,None,,
1046,Site_001,09/12/2023 00:19:52,1,Off,Good,Current Data,,None,,
1047,Site_001,09/12/2023 00:19:40,1,Off,Good,Current Data,,None,,
1048,Site_001,09/12/2023 00:19:36,1,Off,Good,Current Data,,None,,
1049,Site_001,09/12/2023 00:18:01,1,Off,Good,Current Data,,None,,
1050,Site_001,09/12/2023 00:17:06,1,Off,Good,Current Data,,None,,
1051,Site_001,09/12/2023 00:16:37,1,Off,Good,Current Data,,None,,
1052,Site_001,09/12/2023 00:16:13,1,Off,Good,Current Data,,None,,
1053,Site_001,09/12/2023 00:15:52,1,Off,Good,Current Data,,None,,
1054,Site_001,09/12/2023 00:13:23,1,Off,Good,Current Data,,None,,
1055,Site_001,09/12/2023 00:12:53,1,Off,Good,Current Data,,None,,
1056,Site_001,09/12/2023 00:12:03,1,Off,Good,Current Data,,None,,
1057,Site_001,09/12/2023 00:09:06,1,Off,Good,Current Data,,None,,
1058,Site_001,09/12/2023 00:07:47,1,Off,Good,Current Data,,None,,
1059,Site_001,09/12/2023 00:07:18,1,Off,Good,Current Data,,None,,
1060,Site_001,09/12/2023 00:05:36,1,Off,Good,Current Data,,None,,
1061,Site_001,08/12/2023 23:58:37,1,Off,Good,Current Data,,None,,
1062,Site_001,08/12/2023 23:57:06,1,Off,Good,Current Data,,None,,
1063,Site_001,08/12/2023 23:55:11,1,Off,Good,Current Data,,None,,
1064,Site_001,08/12/2023 23:53:50,1,Off,Good,Current Data,,None,,
1065,Site_001,08/12/2023 23:52:17,1,Off,Good,Current Data,,None,,
1066,Site_001,08/12/2023 23:51:33,1,Off,Good,Current Data,,None,,
1067,Site_001,08/12/2023 23:50:37,1,Off,Good,Current Data,,None,,
1068,Site_001,08/12/2023 23:50:26,1,Off,Good,Current Data,,None,,
1069,Site_001,08/12/2023 23:48:34,1,Off,Good,Current Data,,None,,
1070,Site_001,08/12/2023 23:48:10,1,Off,Good,Current Data,,None,,
1071,Site_001,08/12/2023 23:47:28,1,Off,Good,Current Data,,None,,
1072,Site_001,08/12/2023 23:46:17,1,Off,Good,Current Data,,None,,
1073,Site_001,08/12/2023 23:43:56,1,Off,Good,Current Data,,None,,
1074,Site_001,08/12/2023 23:42:45,1,Off,Good,Current Data,,None,,
1075,Site_001,08/12/2023 23:42:25,1,Off,Good,Current Data,,None,,
1076,Site_001,08/12/2023 23:41:17,1,Off,Good,Current Data,,None,,
1077,Site_001,08/12/2023 23:39:07,1,Off,Good,Current Data,,None,,
1078,Site_001,08/12/2023 23:36:33,1,Off,Good,Current Data,,None,,
1079,Site_001,08/12/2023 23:36:13,1,Off,Good,Current Data,,None,,
1080,Site_001,08/12/2023 23:35:20,1,Off,Good,Current Data,,None,,
1081,Site_001,08/12/2023 23:35:10,1,Off,Good,Current Data,,None,,
1082,Site_001,08/12/2023 23:34:15,1,Off,Good,Current Data,,None,,
1083,Site_001,08/12/2023 23:34:02,1,Off,Good,Current Data,,None,,
1084,Site_001,08/12/2023 23:33:37,1,Off,Good,Current Data,,None,,
1085,Site_001,08/12/2023 23:28:21,1,Off,Good,Current Data,,None,,
1086,Site_001,08/12/2023 23:27:21,1,Off,Good,Current Data,,None,,
1087,Site_001,08/12/2023 23:21:18,1,Off,Good,Current Data,,None,,
1088,Site_001,08/12/2023 23:20:12,1,Off,Good,Current Data,,None,,
1089,Site_001,08/12/2023 23:18:20,1,Off,Good,Current Data,,None,,
1090,Site_001,08/12/2023 23:17:15,1,Off,Good,Current Data,,None,,
1091,Site_001,08/12/2023 23:16:47,1,Off,Good,Current Data,,None,,
1092,Site_001,08/12/2023 23:15:51,1,Off,Good,Current Data,,None,,
1093,Site_001,08/12/2023 23:07:38,1,Off,Good,Current Data,,None,,
1094,Site_001,08/12/2023 23:07:01,1,Off,Good,Current Data,,None,,
1095,Site_001,08/12/2023 23:03:27,1,Off,Good,Current Data,,None,,
1096,Site_001,08/12/2023 23:02:07,1,Off,Good,Current Data,,None,,
1097,Site_001,08/12/2023 22:59:43,1,Off,Good,Current Data,,None,,
1098,Site_001,08/12/2023 22:59:24,1,Off,Good,Current Data,,None,,
