ID,Site,Time,State,Quality,Reason,Status,Suppression,Type,real_point
1843,Stable_Site,24/02/2024 17:09:21,In Operation,Good,Current Data,,,Sensor,True
1844,Stable_Site,24/02/2024 17:11:42,Off,Good,Current Data,,,Sensor,True
1845,Stable_Site,24/02/2024 17:14:39,In Operation,Good,Current Data,,,Sensor,True
1846,Stable_Site,24/02/2024 17:16:36,Off,Good,Current Data,,,Sensor,True
1847,Stable_Site,25/02/2024 07:47:45,Off,Good,Current Data,,,Sensor,True
1848,Stable_Site,25/02/2024 07:49:47,In Operation,Good,Current Data,,,Sensor,True
1849,Stable_Site,25/02/2024 07:52:46,Off,Good,Current Data,,,Sensor,True
1850,Stable_Site,25/02/2024 07:55:25,In Operation,Good,Current Data,,,Sensor,True
1851,Stable_Site,25/02/2024 07:58:06,Off,Good,Current Data,,,Sensor,True
1852,Stable_Site,25/02/2024 08:00:10,In Operation,Good,Current Data,,,Sensor,True
1853,Stable_Site,25/02/2024 08:02:56,Off,Good,Current Data,,,Sensor,True
1854,Stable_Site,25/02/2024 08:05:12,In Operation,Good,Current Data,,,Sensor,True
1855,Stable_Site,25/02/2024 08:07:33,Off,Good,Current Data,,,Sensor,True
1856,Stable_Site,25/02/2024 08:09:45,In Operation,Good,Current Data,,,Sensor,True
1857,Stable_Site,25/02/2024 08:12:15,Off,Good,Current Data,,,Sensor,True
1858,Stable_Site,26/02/2024 12:42:16,In Operation,Good,Current Data,,,Sensor,True
1859,Stable_Site,26/02/2024 12:44:01,Off,Good,Current Data,,,Sensor,True
1860,Stable_Site,26/02/2024 12:46:33,In Operation,Good,Current Data,,,Sensor,True
1861,Stable_Site,26/02/2024 12:48:45,Off,Good,Current Data,,,Sensor,True
1862,Stable_Site,26/02/2024 12:51:02,In Operation,Good,Current Data,,,Sensor,True
1863,Stable_Site,26/02/2024 12:52:52,Off,Good,Current Data,,,Sensor,True
1864,Stable_Site,26/02/2024 12:54:51,In Operation,Good,Current Data,,,Sensor,True
1865,Stable_Site,26/02/2024 12:57:47,Off,Good,Current Data,,,Sensor,True
1866,Stable_Site,26/02/2024 12:59:32,In Operation,Good,Current Data,,,Sensor,True
1867,Stable_Site,26/02/2024 13:02:14,Off,Good,Current Data,,,Sensor,True
1868,Stable_Site,26/02/2024 13:04:04,In Operation,Good,Current Data,,,Sensor,True
1869,Stable_Site,26/02/2024 13:06:19,Off,Good,Current Data,,,Sensor,True
1870,Stable_Site,26/02/2024 13:08:30,In Operation,Good,Current Data,,,Sensor,True
1871,Stable_Site,27/02/2024 23:23:54,In Operation,Good,Current Data,,,Sensor,True
1872,Stable_Site,27/02/2024 23:26:12,Off,Good,Current Data,,,Sensor,True
1873,Stable_Site,27/02/2024 23:28:08,In Operation,Good,Current Data,,,Sensor,True
1874,Stable_Site,27/02/2024 23:30:56,Off,Good,Current Data,,,Sensor,True
1875,Stable_Site,27/02/2024 23:32:53,In Operation,Good,Current Data,,,Sensor,True
1876,Stable_Site,27/02/2024 23:35:32,Off,Good,Current Data,,,Sensor,True
1877,Stable_Site,27/02/2024 23:38:09,In Operation,Good,Current Data,,,Sensor,True
1878,Stable_Site,27/02/2024 23:39:58,Off,Good,Current Data,,,Sensor,True
1879,Stable_Site,27/02/2024 23:41:48,In Operation,Good,Current Data,,,Sensor,True
1880,Stable_Site,27/02/2024 23:43:40,Off,Good,Current Data,,,Sensor,True
1881,Stable_Site,27/02/2024 23:45:56,In Operation,Good,Current Data,,,Sensor,True
1882,Stable_Site,27/02/2024 23:48:13,Off,Good,Current Data,,,Sensor,True
1883,Stable_Site,28/02/2024 00:02:07,Off,Good,Current Data,,,Sensor,True
1884,Stable_Site,28/02/2024 00:05:03,In Operation,Good,Current Data,,,Sensor,True
1885,Stable_Site,28/02/2024 00:07:32,Off,Good,Current Data,,,Sensor,True
1886,Stable_Site,28/02/2024 00:10:26,In Operation,Good,Current Data,,,Sensor,True
1887,Stable_Site,28/02/2024 00:12:36,Off,Good,Current Data,,,Sensor,True
1888,Stable_Site,28/02/2024 00:14:26,In Operation,Good,Current Data,,,Sensor,True
1889,Stable_Site,28/02/2024 00:16:14,Off,Good,Current Data,,,Sensor,True
1890,Stable_Site,28/02/2024 00:18:11,In Operation,Good,Current Data,,,Sensor,True
1891,Stable_Site,28/02/2024 00:20:41,Off,Good,Current Data,,,Sensor,True
1892,Stable_Site,28/02/2024 00:23:29,In Operation,Good,Current Data,,,Sensor,True
1893,Stable_Site,28/02/2024 00:26:05,Off,Good,Current Data,,,Sensor,True
1894,Stable_Site,28/02/2024 00:28:07,In Operation,Good,Current Data,,,Sensor,True
1895,Stable_Site,28/02/2024 00:30:30,Off,Good,Current Data,,,Sensor,True
1896,Stable_Site,28/02/2024 00:32:39,In Operation,Good,Current Data,,,Sensor,True
1897,Stable_Site,28/02/2024 00:34:49,Off,Good,Current Data,,,Sensor,True
1898,Stable_Site,29/02/2024 14:04:56,In Operation,Good,Current Data,,,Sensor,True
1899,Stable_Site,29/02/2024 14:07:05,Off,Good,Current Data,,,Sensor,True
1900,Stable_Site,29/02/2024 14:09:59,In Operation,Good,Current Data,,,Sensor,True
1901,Stable_Site,29/02/2024 14:12:22,Off,Good,Current Data,,,Sensor,True
1902,Stable_Site,29/02/2024 14:14:25,In Operation,Good,Current Data,,,Sensor,True
1903,Stable_Site,29/02/2024 14:16:43,Off,Good,Current Data,,,Sensor,True
1904,Stable_Site,29/02/2024 14:19:34,In Operation,Good,Current Data,,,Sensor,True
1905,Stable_Site,29/02/2024 14:22:30,Off,Good,Current Data,,,Sensor,True
1906,Stable_Site,29/02/2024 14:25:11,In Operation,Good,Current Data,,,Sensor,True
1907,Stable_Site,29/02/2024 14:27:50,Off,Good,Current Data,,,Sensor,True
1908,Stable_Site,29/02/2024 14:30:26,In Operation,Good,Current Data,,,Sensor,True
1909,Stable_Site,29/02/2024 14:32:19,Off,Good,Current Data,,,Sensor,True
1910,Stable_Site,29/02/2024 14:34:14,In Operation,Good,Current Data,,,Sensor,True
1911,Stable_Site,29/02/2024 14:36:50,Off,Good,Current Data,,,Sensor,True
1912,Stable_Site,29/02/2024 14:38:55,In Operation,Good,Current Data,,,Sensor,True
1913,Stable_Site,01/03/2024 21:59:51,In Operation,Good,Current Data,,,Sensor,True
1914,Stable_Site,01/03/2024 22:01:52,Off,Good,Current Data,,,Sensor,True
1915,Stable_Site,01/03/2024 22:04:43,In Operation,Good,Current Data,,,Sensor,True
1916,Stable_Site,01/03/2024 22:06:38,Off,Good,Current Data,,,Sensor,True
1917,Stable_Site,01/03/2024 22:09:01,In Operation,Good,Current Data,,,Sensor,True
1918,Stable_Site,01/03/2024 22:12:00,Off,Good,Current Data,,,Sensor,True
1919,Stable_Site,01/03/2024 22:13:49,In Operation,Good,Current Data,,,Sensor,True
1920,Stable_Site,01/03/2024 22:15:34,Off,Good,Current Data,,,Sensor,True
1921,Stable_Site,01/03/2024 22:18:02,In Operation,Good,Current Data,,,Sensor,True
1922,Stable_Site,01/03/2024 22:19:58,Off,Good,Current Data,,,Sensor,True
1923,Stable_Site,01/03/2024 22:22:39,In Operation,Good,Current Data,,,Sensor,True
1924,Stable_Site,02/03/2024 02:58:11,Off,Good,Current Data,,,Sensor,True
1925,Stable_Site,02/03/2024 03:00:42,In Operation,Good,Current Data,,,Sensor,True
1926,Stable_Site,02/03/2024 03:03:08,Off,Good,Current Data,,,Sensor,True
1927,Stable_Site,02/03/2024 03:05:27,In Operation,Good,Current Data,,,Sensor,True
1928,Stable_Site,02/03/2024 03:07:07,Off,Good,Current Data,,,Sensor,True
1929,Stable_Site,02/03/2024 03:09:41,In Operation,Good,Current Data,,,Sensor,True
1930,Stable_Site,02/03/2024 03:12:31,Off,Good,Current Data,,,Sensor,True
1931,Stable_Site,02/03/2024 03:14:55,In Operation,Good,Current Data,,,Sensor,True
1932,Stable_Site,02/03/2024 03:16:57,Off,Good,Current Data,,,Sensor,True
1933,Stable_Site,02/03/2024 03:19:05,In Operation,Good,Current Data,,,Sensor,True
1934,Stable_Site,02/03/2024 03:20:53,Off,Good,Current Data,,,Sensor,True
1935,Stable_Site,03/03/2024 19:11:16,Off,Good,Current Data,,,Sensor,True
1936,Stable_Site,03/03/2024 19:13:03,In Operation,Good,Current Data,,,Sensor,True
1937,Stable_Site,03/03/2024 19:15:22,Off,Good,Current Data,,,Sensor,True
1938,Stable_Site,03/03/2024 19:17:30,In Operation,Good,Current Data,,,Sensor,True
1939,Stable_Site,03/03/2024 19:20:23,Off,Good,Current Data,,,Sensor,True
1940,Stable_Site,03/03/2024 19:22:41,In Operation,Good,Current Data,,,Sensor,True
1941,Stable_Site,03/03/2024 19:25:24,Off,Good,Current Data,,,Sensor,True
1942,Stable_Site,03/03/2024 19:28:17,In Operation,Good,Current Data,,,Sensor,True
1943,Stable_Site,03/03/2024 19:30:47,Off,Good,Current Data,,,Sensor,True
1944,Stable_Site,03/03/2024 19:33:14,In Operation,Good,Current Data,,,Sensor,True
1945,Stable_Site,04/03/2024 14:14:08,In Operation,Good,Current Data,,,Sensor,True
1946,Stable_Site,04/03/2024 14:15:48,Off,Good,Current Data,,,Sensor,True
1947,Stable_Site,04/03/2024 14:17:56,In Operation,Good,Current Data,,,Sensor,True
1948,Stable_Site,04/03/2024 14:20:36,Off,Good,Current Data,,,Sensor,True
1949,Stable_Site,04/03/2024 14:22:20,In Operation,Good,Current Data,,,Sensor,True
1950,Stable_Site,04/03/2024 14:25:12,Off,Good,Current Data,,,Sensor,True
1951,Stable_Site,04/03/2024 14:27:18,In Operation,Good,Current Data,,,Sensor,True
1952,Stable_Site,04/03/2024 14:29:42,Off,Good,Current Data,,,Sensor,True
1953,Stable_Site,04/03/2024 14:31:34,In Operation,Good,Current Data,,,Sensor,True
1954,Stable_Site,04/03/2024 14:33:44,Off,Good,Current Data,,,Sensor,True
1955,Stable_Site,04/03/2024 14:36:43,In Operation,Good,Current Data,,,Sensor,True
1956,Stable_Site,04/03/2024 14:38:32,Off,Good,Current Data,,,Sensor,True
1957,Stable_Site,04/03/2024 14:41:24,In Operation,Good,Current Data,,,Sensor,True
1958,Stable_Site,04/03/2024 14:43:50,Off,Good,Current Data,,,Sensor,True
1959,Stable_Site,04/03/2024 14:46:32,In Operation,Good,Current Data,,,Sensor,True
1960,Stable_Site,05/03/2024 15:42:17,Off,Good,Current Data,,,Sensor,True
1961,Stable_Site,05/03/2024 15:44:45,In Operation,Good,Current Data,,,Sensor,True
1962,Stable_Site,05/03/2024 15:46:58,Off,Good,Current Data,,,Sensor,True
1963,Stable_Site,05/03/2024 15:48:55,In Operation,Good,Current Data,,,Sensor,True
1964,Stable_Site,05/03/2024 15:51:07,Off,Good,Current Data,,,Sensor,True
1965,Stable_Site,05/03/2024 15:52:50,In Operation,Good,Current Data,,,Sensor,True
1966,Stable_Site,05/03/2024 15:54:34,Off,Good,Current Data,,,Sensor,True
1967,Stable_Site,05/03/2024 15:56:30,In Operation,Good,Current Data,,,Sensor,True
1968,Stable_Site,05/03/2024 15:59:06,Off,Good,Current Data,,,Sensor,True
1969,Stable_Site,05/03/2024 16:01:05,In Operation,Good,Current Data,,,Sensor,True
1970,Stable_Site,05/03/2024 16:03:18,Off,Good,Current Data,,,Sensor,True
1971,Stable_Site,05/03/2024 16:05:34,In Operation,Good,Current Data,,,Sensor,True
1972,Stable_Site,06/03/2024 05:40:22,Off,Good,Current Data,,,Sensor,True
1973,Stable_Site,06/03/2024 05:43:10,In Operation,Good,Current Data,,,Sensor,True
1974,Stable_Site,06/03/2024 05:45:58,Off,Good,Current Data,,,Sensor,True
1975,Stable_Site,06/03/2024 05:47:41,In Operation,Good,Current Data,,,Sensor,True
1976,Stable_Site,06/03/2024 05:49:44,Off,Good,Current Data,,,Sensor,True
1977,Stable_Site,06/03/2024 05:51:59,In Operation,Good,Current Data,,,Sensor,True
1978,Stable_Site,06/03/2024 05:54:58,Off,Good,Current Data,,,Sensor,True
1979,Stable_Site,06/03/2024 05:57:21,In Operation,Good,Current Data,,,Sensor,True
1980,Stable_Site,06/03/2024 05:59:10,Off,Good,Current Data,,,Sensor,True
1981,Stable_Site,06/03/2024 06:01:45,In Operation,Good,Current Data,,,Sensor,True
1982,Stable_Site,06/03/2024 06:03:57,Off,Good,Current Data,,,Sensor,True
1983,Stable_Site,06/03/2024 06:06:38,In Operation,Good,Current Data,,,Sensor,True
1984,Stable_Site,06/03/2024 06:09:38,Off,Good,Current Data,,,Sensor,True
1985,Stable_Site,07/03/2024 22:02:04,Off,Good,Current Data,,,Sensor,True
1986,Stable_Site,07/03/2024 22:04:40,In Operation,Good,Current Data,,,Sensor,True
1987,Stable_Site,07/03/2024 22:07:15,Off,Good,Current Data,,,Sensor,True
1988,Stable_Site,07/03/2024 22:09:27,In Operation,Good,Current Data,,,Sensor,True
1989,Stable_Site,07/03/2024 22:11:33,Off,Good,Current Data,,,Sensor,True
1990,Stable_Site,07/03/2024 22:13:40,In Operation,Good,Current Data,,,Sensor,True
1991,Stable_Site,07/03/2024 22:16:14,Off,Good,Current Data,,,Sensor,True
1992,Stable_Site,07/03/2024 22:19:07,In Operation,Good,Current Data,,,Sensor,True
1993,Stable_Site,07/03/2024 22:21:49,Off,Good,Current Data,,,Sensor,True
1994,Stable_Site,07/03/2024 22:24:39,In Operation,Good,Current Data,,,Sensor,True
1995,Stable_Site,07/03/2024 22:26:26,Off,Good,Current Data,,,Sensor,True
1996,Stable_Site,08/03/2024 16:53:52,In Operation,Good,Current Data,,,Sensor,True
1997,Stable_Site,08/03/2024 16:55:47,Off,Good,Current Data,,,Sensor,True
1998,Stable_Site,08/03/2024 16:57:45,In Operation,Good,Current Data,,,Sensor,True
1999,Stable_Site,08/03/2024 17:00:31,Off,Good,Current Data,,,Sensor,True
2000,Stable_Site,08/03/2024 17:03:29,In Operation,Good,Current Data,,,Sensor,True
2001,Stable_Site,08/03/2024 17:05:32,Off,Good,Current Data,,,Sensor,True
2002,Stable_Site,08/03/2024 17:07:29,In Operation,Good,Current Data,,,Sensor,True
2003,Stable_Site,08/03/2024 17:09:45,Off,Good,Current Data,,,Sensor,True
2004,Stable_Site,08/03/2024 17:12:42,In Operation,Good,Current Data,,,Sensor,True
2005,Stable_Site,08/03/2024 17:15:36,Off,Good,Current Data,,,Sensor,True
2006,Stable_Site,08/03/2024 17:18:08,In Operation,Good,Current Data,,,Sensor,True
2007,Stable_Site,08/03/2024 17:20:17,Off,Good,Current Data,,,Sensor,True
2008,Stable_Site,09/03/2024 07:18:32,In Operation,Good,Current Data,,,Sensor,True
2009,Stable_Site,09/03/2024 07:20:45,Off,Good,Current Data,,,Sensor,True
2010,Stable_Site,09/03/2024 07:23:30,In Operation,Good,Current Data,,,Sensor,True
2011,Stable_Site,09/03/2024 07:26:00,Off,Good,Current Data,,,Sensor,True
2012,Stable_Site,09/03/2024 07:28:03,In Operation,Good,Current Data,,,Sensor,True
2013,Stable_Site,09/03/2024 07:30:00,Off,Good,Current Data,,,Sensor,True
2014,Stable_Site,09/03/2024 07:32:10,In Operation,Good,Current Data,,,Sensor,True
2015,Stable_Site,09/03/2024 07:34:35,Off,Good,Current Data,,,Sensor,True
2016,Stable_Site,09/03/2024 07:37:10,In Operation,Good,Current Data,,,Sensor,True
2017,Stable_Site,09/03/2024 07:39:04,Off,Good,Current Data,,,Sensor,True
2018,Stable_Site,10/03/2024 02:38:47,In Operation,Good,Current Data,,,Sensor,True
2019,Stable_Site,10/03/2024 02:40:57,Off,Good,Current Data,,,Sensor,True
2020,Stable_Site,10/03/2024 02:42:37,In Operation,Good,Current Data,,,Sensor,True
2021,Stable_Site,10/03/2024 02:45:15,Off,Good,Current Data,,,Sensor,True
2022,Stable_Site,10/03/2024 02:46:59,In Operation,Good,Current Data,,,Sensor,True
2023,Stable_Site,10/03/2024 02:49:25,Off,Good,Current Data,,,Sensor,True
2024,Stable_Site,10/03/2024 02:51:44,In Operation,Good,Current Data,,,Sensor,True
2025,Stable_Site,10/03/2024 02:53:44,Off,Good,Current Data,,,Sensor,True
2026,Stable_Site,10/03/2024 02:55:32,In Operation,Good,Current Data,,,Sensor,True
2027,Stable_Site,10/03/2024 02:57:39,Off,Good,Current Data,,,Sensor,True
2028,Stable_Site,10/03/2024 03:00:37,In Operation,Good,Current Data,,,Sensor,True
2029,Stable_Site,10/03/2024 03:03:26,Off,Good,Current Data,,,Sensor,True
2030,Stable_Site,10/03/2024 03:06:08,In Operation,Good,Current Data,,,Sensor,True
2031,Stable_Site,10/03/2024 03:08:24,Off,Good,Current Data,,,Sensor,True
2032,Stable_Site,11/03/2024 01:00:35,In Operation,Good,Current Data,,,Sensor,True
2033,Stable_Site,11/03/2024 01:02:30,Off,Good,Current Data,,,Sensor,True
2034,Stable_Site,11/03/2024 01:04:30,In Operation,Good,Current Data,,,Sensor,True
2035,Stable_Site,11/03/2024 01:06:35,Off,Good,Current Data,,,Sensor,True
2036,Stable_Site,11/03/2024 01:08:54,In Operation,Good,Current Data,,,Sensor,True
2037,Stable_Site,11/03/2024 01:11:52,Off,Good,Current Data,,,Sensor,True
2038,Stable_Site,11/03/2024 01:14:25,In Operation,Good,Current Data,,,Sensor,True
2039,Stable_Site,11/03/2024 01:16:50,Off,Good,Current Data,,,Sensor,True
2040,Stable_Site,11/03/2024 01:19:46,In Operation,Good,Current Data,,,Sensor,True
2041,Stable_Site,11/03/2024 01:22:39,Off,Good,Current Data,,,Sensor,True
2042,Stable_Site,11/03/2024 01:24:53,In Operation,Good,Current Data,,,Sensor,True
2043,Stable_Site,11/03/2024 01:27:30,Off,Good,Current Data,,,Sensor,True
2044,Stable_Site,11/03/2024 01:29:21,In Operation,Good,Current Data,,,Sensor,True
2045,Stable_Site,12/03/2024 12:00:10,In Operation,Good,Current Data,,,Sensor,True
2046,Stable_Site,12/03/2024 12:02:46,Off,Good,Current Data,,,Sensor,True
2047,Stable_Site,12/03/2024 12:04:30,In Operation,Good,Current Data,,,Sensor,True
2048,Stable_Site,12/03/2024 12:06:51,Off,Good,Current Data,,,Sensor,True
2049,Stable_Site,12/03/2024 12:09:43,In Operation,Good,Current Data,,,Sensor,True
2050,Stable_Site,12/03/2024 12:12:40,Off,Good,Current Data,,,Sensor,True
2051,Stable_Site,12/03/2024 12:15:06,In Operation,Good,Current Data,,,Sensor,True
2052,Stable_Site,12/03/2024 12:17:51,Off,Good,Current Data,,,Sensor,True
2053,Stable_Site,12/03/2024 12:20:20,In Operation,Good,Current Data,,,Sensor,True
2054,Stable_Site,12/03/2024 12:22:33,Off,Good,Current Data,,,Sensor,True
2055,Stable_Site,12/03/2024 12:24:28,In Operation,Good,Current Data,,,Sensor,True
2056,Stable_Site,12/03/2024 12:27:11,Off,Good,Current Data,,,Sensor,True
2057,Stable_Site,12/03/2024 12:29:19,In Operation,Good,Current Data,,,Sensor,True
2058,Stable_Site,13/03/2024 01:15:44,In Operation,Good,Current Data,,,Sensor,True
2059,Stable_Site,13/03/2024 01:17:47,Off,Good,Current Data,,,Sensor,True
2060,Stable_Site,13/03/2024 01:20:42,In Operation,Good,Current Data,,,Sensor,True
2061,Stable_Site,13/03/2024 01:23:18,Off,Good,Current Data,,,Sensor,True
2062,Stable_Site,13/03/2024 01:25:50,In Operation,Good,Current Data,,,Sensor,True
2063,Stable_Site,13/03/2024 01:28:25,Off,Good,Current Data,,,Sensor,True
2064,Stable_Site,13/03/2024 01:31:03,In Operation,Good,Current Data,,,Sensor,True
2065,Stable_Site,13/03/2024 01:33:29,Off,Good,Current Data,,,Sensor,True
2066,Stable_Site,13/03/2024 01:36:25,In Operation,Good,Current Data,,,Sensor,True
2067,Stable_Site,13/03/2024 01:39:20,Off,Good,Current Data,,,Sensor,True
2068,Stable_Site,13/03/2024 01:41:54,In Operation,Good,Current Data,,,Sensor,True
2069,Stable_Site,13/03/2024 01:43:49,Off,Good,Current Data,,,Sensor,True
2070,Stable_Site,13/03/2024 01:46:33,In Operation,Good,Current Data,,,Sensor,True
2071,Stable_Site,13/03/2024 01:48:33,Off,Good,Current Data,,,Sensor,True
2072,Stable_Site,13/03/2024 01:50:39,In Operation,Good,Current Data,,,Sensor,True
2073,Stable_Site,14/03/2024 04:02:45,In Operation,Good,Current Data,,,Sensor,True
2074,Stable_Site,14/03/2024 04:05:35,Off,Good,Current Data,,,Sensor,True
2075,Stable_Site,14/03/2024 04:07:42,In Operation,Good,Current Data,,,Sensor,True
2076,Stable_Site,14/03/2024 04:10:21,Off,Good,Current Data,,,Sensor,True
2077,Stable_Site,14/03/2024 04:13:14,In Operation,Good,Current Data,,,Sensor,True
2078,Stable_Site,14/03/2024 04:16:03,Off,Good,Current Data,,,Sensor,True
2079,Stable_Site,14/03/2024 04:17:48,In Operation,Good,Current Data,,,Sensor,True
2080,Stable_Site,14/03/2024 04:20:20,Off,Good,Current Data,,,Sensor,True
2081,Stable_Site,14/03/2024 04:22:03,In Operation,Good,Current Data,,,Sensor,True
2082,Stable_Site,14/03/2024 04:24:54,Off,Good,Current Data,,,Sensor,True
2083,Stable_Site,14/03/2024 04:26:59,In Operation,Good,Current Data,,,Sensor,True
2084,Stable_Site,14/03/2024 04:29:55,Off,Good,Current Data,,,Sensor,True
2085,Stable_Site,15/03/2024 21:37:18,In Operation,Good,Current Data,,,Sensor,True
2086,Stable_Site,15/03/2024 21:39:36,Off,Good,Current Data,,,Sensor,True
2087,Stable_Site,15/03/2024 21:41:26,In Operation,Good,Current Data,,,Sensor,True
2088,Stable_Site,15/03/2024 21:43:42,Off,Good,Current Data,,,Sensor,True
2089,Stable_Site,15/03/2024 21:46:41,In Operation,Good,Current Data,,,Sensor,True
2090,Stable_Site,15/03/2024 21:48:56,Off,Good,Current Data,,,Sensor,True
2091,Stable_Site,15/03/2024 21:51:27,In Operation,Good,Current Data,,,Sensor,True
2092,Stable_Site,15/03/2024 21:53:28,Off,Good,Current Data,,,Sensor,True
2093,Stable_Site,15/03/2024 21:55:59,In Operation,Good,Current Data,,,Sensor,True
2094,Stable_Site,15/03/2024 21:58:14,Off,Good,Current Data,,,Sensor,True
2095,Stable_Site,15/03/2024 22:00:37,In Operation,Good,Current Data,,,Sensor,True
2096,Stable_Site,15/03/2024 22:03:01,Off,Good,Current Data,,,Sensor,True
2097,Stable_Site,16/03/2024 00:22:00,In Operation,Good,Current Data,,,Sensor,True
2098,Stable_Site,16/03/2024 00:23:47,Off,Good,Current Data,,,Sensor,True
2099,Stable_Site,16/03/2024 00:25:41,In Operation,Good,Current Data,,,Sensor,True
2100,Stable_Site,16/03/2024 00:28:15,Off,Good,Current Data,,,Sensor,True
2101,Stable_Site,16/03/2024 00:30:37,In Operation,Good,Current Data,,,Sensor,True
2102,Stable_Site,16/03/2024 00:33:13,Off,Good,Current Data,,,Sensor,True
2103,Stable_Site,16/03/2024 00:36:05,In Operation,Good,Current Data,,,Sensor,True
2104,Stable_Site,16/03/2024 00:38:53,Off,Good,Current Data,,,Sensor,True
2105,Stable_Site,16/03/2024 00:41:17,In Operation,Good,Current Data,,,Sensor,True
2106,Stable_Site,16/03/2024 00:44:17,Off,Good,Current Data,,,Sensor,True
2107,Stable_Site,17/03/2024 03:25:39,Off,Good,Current Data,,,Sensor,True
2108,Stable_Site,17/03/2024 03:27:20,In Operation,Good,Current Data,,,Sensor,True
2109,Stable_Site,17/03/2024 03:29:07,Off,Good,Current Data,,,Sensor,True
2110,Stable_Site,17/03/2024 03:30:53,In Operation,Good,Current Data,,,Sensor,True
2111,Stable_Site,17/03/2024 03:33:35,Off,Good,Current Data,,,Sensor,True
2112,Stable_Site,17/03/2024 03:35:23,In Operation,Good,Current Data,,,Sensor,True
2113,Stable_Site,17/03/2024 03:38:22,Off,Good,Current Data,,,Sensor,True
2114,Stable_Site,17/03/2024 03:40:51,In Operation,Good,Current Data,,,Sensor,True
2115,Stable_Site,17/03/2024 03:43:31,Off,Good,Current Data,,,Sensor,True
2116,Stable_Site,17/03/2024 03:45:30,In Operation,Good,Current Data,,,Sensor,True
2117,Stable_Site,17/03/2024 03:48:06,Off,Good,Current Data,,,Sensor,True
2118,Stable_Site,18/03/2024 08:20:35,In Operation,Good,Current Data,,,Sensor,True
2119,Stable_Site,18/03/2024 08:23:17,Off,Good,Current Data,,,Sensor,True
2120,Stable_Site,18/03/2024 08:25:29,In Operation,Good,Current Data,,,Sensor,True
2121,Stable_Site,18/03/2024 08:28:09,Off,Good,Current Data,,,Sensor,True
2122,Stable_Site,18/03/2024 08:30:35,In Operation,Good,Current Data,,,Sensor,True
2123,Stable_Site,18/03/2024 08:32:55,Off,Good,Current Data,,,Sensor,True
2124,Stable_Site,18/03/2024 08:35:22,In Operation,Good,Current Data,,,Sensor,True
2125,Stable_Site,18/03/2024 08:37:14,Off,Good,Current Data,,,Sensor,True
2126,Stable_Site,18/03/2024 08:39:26,In Operation,Good,Current Data,,,Sensor,True
2127,Stable_Site,18/03/2024 08:42:01,Off,Good,Current Data,,,Sensor,True
2128,Stable_Site,18/03/2024 08:44:03,In Operation,Good,Current Data,,,Sensor,True
2129,Stable_Site,18/03/2024 08:46:58,Off,Good,Current Data,,,Sensor,True
2130,Stable_Site,18/03/2024 08:48:39,In Operation,Good,Current Data,,,Sensor,True
2131,Stable_Site,19/03/2024 21:27:31,Off,Good,Current Data,,,Sensor,True
2132,Stable_Site,19/03/2024 21:29:35,In Operation,Good,Current Data,,,Sensor,True
2133,Stable_Site,19/03/2024 21:32:32,Off,Good,Current Data,,,Sensor,True
2134,Stable_Site,19/03/2024 21:34:52,In Operation,Good,Current Data,,,Sensor,True
2135,Stable_Site,19/03/2024 21:37:20,Off,Good,Current Data,,,Sensor,True
2136,Stable_Site,19/03/2024 21:39:09,In Operation,Good,Current Data,,,Sensor,True
2137,Stable_Site,19/03/2024 21:41:36,Off,Good,Current Data,,,Sensor,True
2138,Stable_Site,19/03/2024 21:44:00,In Operation,Good,Current Data,,,Sensor,True
2139,Stable_Site,19/03/2024 21:45:48,Off,Good,Current Data,,,Sensor,True
2140,Stable_Site,19/03/2024 21:48:33,In Operation,Good,Current Data,,,Sensor,True
2141,Stable_Site,19/03/2024 21:50:13,Off,Good,Current Data,,,Sensor,True
2142,Stable_Site,19/03/2024 21:51:55,In Operation,Good,Current Data,,,Sensor,True
2143,Stable_Site,19/03/2024 21:54:41,Off,Good,Current Data,,,Sensor,True
2144,Stable_Site,20/03/2024 04:40:32,In Operation,Good,Current Data,,,Sensor,True
2145,Stable_Site,20/03/2024 04:42:35,Off,Good,Current Data,,,Sensor,True
2146,Stable_Site,20/03/2024 04:44:59,In Operation,Good,Current Data,,,Sensor,True
2147,Stable_Site,20/03/2024 04:47:38,Off,Good,Current Data,,,Sensor,True
2148,Stable_Site,20/03/2024 04:49:59,In Operation,Good,Current Data,,,Sensor,True
2149,Stable_Site,20/03/2024 04:52:50,Off,Good,Current Data,,,Sensor,True
2150,Stable_Site,20/03/2024 04:54:48,In Operation,Good,Current Data,,,Sensor,True
2151,Stable_Site,20/03/2024 04:57:24,Off,Good,Current Data,,,Sensor,True
2152,Stable_Site,20/03/2024 05:00:09,In Operation,Good,Current Data,,,Sensor,True
2153,Stable_Site,20/03/2024 05:02:03,Off,Good,Current Data,,,Sensor,True
2154,Stable_Site,20/03/2024 05:04:18,In Operation,Good,Current Data,,,Sensor,True
2155,Stable_Site,20/03/2024 05:06:22,Off,Good,Current Data,,,Sensor,True
2156,Stable_Site,20/03/2024 05:08:52,In Operation,Good,Current Data,,,Sensor,True
2157,Stable_Site,20/03/2024 05:11:23,Off,Good,Current Data,,,Sensor,True
2158,Stable_Site,20/03/2024 05:14:11,In Operation,Good,Current Data,,,Sensor,True
2159,Stable_Site,21/03/2024 14:22:22,In Operation,Good,Current Data,,,Sensor,True
